HOUSEID,PERSONID,GASPRICE,TRAVDAY,TDAYDATE,TRPTRANS,TRPMILES,TRVLCMIN
30007465,1,222.7,4,201608,2,27.052999999999997,40
30007479,1,218.0,5,201607,2,9.442,30
30007479,2,218.0,5,201607,2,15.878,30
30007500,1,267.7,2,201608,2,361.927,471
30007524,1,263.7,5,201608,1,2.0,30
30007524,1,263.7,5,201608,7,67.354,100
30007528,1,228.3,5,201608,2,6.984,21
30007554,1,259.6,3,201608,2,23.661,25
30007583,1,212.0,3,201610,1,0.111,30
30007583,1,212.0,3,201610,2,42.68,112
30007592,1,211.8,2,201608,2,15.494,20
30007592,2,211.8,2,201608,2,14.937,20
30007603,1,235.7,4,201608,2,21.751,30
30007605,1,230.5,5,201609,2,25.912,60
30007605,2,230.5,5,201609,1,5.0,1
30007605,2,230.5,5,201609,2,24.821,87
30007611,1,274.0,6,201610,2,3.4210000000000003,18
30007611,2,274.0,6,201610,3,10.472,80
30007611,4,274.0,6,201610,2,30.72,100
30007646,1,234.2,6,201609,2,31.139000000000003,110
30007648,1,218.0,7,201607,2,57.727000000000004,104
30007648,2,218.0,7,201607,2,57.727000000000004,114
30007648,3,218.0,7,201607,2,199.859,285
30007685,1,278.7,5,201607,2,32.319,93
30007689,1,228.4,2,201608,6,17.361,75
30007723,1,266.0,5,201609,2,61.439,298
30007723,2,266.0,5,201609,2,10.228,40
30007726,1,215.2,3,201607,1,1.5,30
30007726,1,215.2,3,201607,2,8.691,31
30007730,1,229.8,6,201611,2,7.805,45
30007741,1,219.8,5,201606,2,86.572,118
30007741,2,219.8,5,201606,2,86.571,118
30007757,1,243.6,6,201607,2,14.496,48
30007757,2,243.6,6,201607,2,30.823,80
30007778,1,271.0,1,201605,2,178.912,205
30007779,1,263.7,1,201608,2,49.818999999999996,115
30007907,1,235.6,5,201609,1,0.135,5
30007907,1,235.6,5,201609,2,65.431,160
30007913,1,211.3,4,201609,2,35.419,115
30007913,2,211.3,4,201609,2,17.983,60
30007923,1,211.3,5,201609,2,9.077,20
30007923,2,211.3,5,201609,1,1.706,80
30007923,2,211.3,5,201609,2,5.255,14
30007925,1,208.8,3,201607,2,29.668,49
30007929,1,219.2,6,201607,6,106.651,279
30007929,2,219.2,6,201607,2,77.48400000000001,143
30007952,1,279.7,7,201607,2,59.235,102
30007952,2,279.7,7,201607,2,6.3260000000000005,33
30007974,1,282.6,6,201607,2,63.17,75
30007986,1,211.5,6,201607,2,6.462,65
30008013,2,259.6,7,201608,2,1.95,30
30008044,1,215.2,7,201610,3,24.098000000000003,35
30008057,1,278.5,6,201606,2,18.385,46
30008076,1,247.3,6,201611,2,24.995,85
30008076,1,247.3,6,201611,4,15.344000000000001,115
30008086,1,278.5,6,201606,2,2.791,10
30008086,2,278.5,6,201606,2,38.045,110
30008112,1,209.3,7,201605,2,32.562,45
30008112,2,209.3,7,201605,2,18.692,70
30008112,3,209.3,7,201605,2,52.899,57
30008132,1,217.5,3,201608,2,13.672,88
30008157,1,239.5,4,201610,6,39.166,190
30008157,2,239.5,4,201610,2,6.098,45
30008169,1,230.9,7,201609,2,5.327999999999999,42
30008176,1,215.2,2,201607,2,41.182,75
30008182,1,273.4,4,201607,2,16.42,75
30008188,1,269.9,4,201609,2,59.092,203
30008188,2,269.9,4,201609,2,35.311,95
30008188,3,269.9,4,201609,2,35.311,85
30008204,1,263.5,3,201608,1,3.0,45
30008204,1,263.5,3,201608,2,3.518,25
30008251,2,233.8,3,201607,2,13.743,30
30008308,1,235.9,1,201605,2,132.435,175
30008312,1,229.7,3,201607,2,67.179,183
30008312,2,229.7,3,201607,2,67.179,67
30008340,1,220.3,5,201606,2,67.411,128
30008340,1,220.3,5,201606,7,10.407,20
30008340,1,220.3,5,201606,8,224.285,47
30008350,1,274.4,5,201610,1,2.334,38
30008350,1,274.4,5,201610,2,297.558,384
30008374,1,207.6,1,201608,2,16.759,71
30008376,1,211.3,2,201609,2,19.893,60
30008376,2,211.3,2,201609,2,19.893,60
30008426,1,207.6,6,201609,2,5.639,10
30008426,2,207.6,6,201609,2,44.941,120
30008426,3,207.6,6,201609,2,22.028,60
30008433,1,216.6,4,201611,1,0.13,2
30008433,1,216.6,4,201611,2,83.788,187
30008433,2,216.6,4,201611,2,35.858,68
30008482,1,215.2,4,201610,1,0.444,15
30008482,1,215.2,4,201610,2,20.895,75
30008482,2,215.2,4,201610,1,0.534,24
30008483,1,232.6,5,201608,2,14.799,55
30008483,2,232.6,5,201608,2,40.513999999999996,81
30008488,2,278.7,6,201607,2,27.697,30
30008502,1,216.5,6,201607,2,17.875,60
30008502,2,216.5,6,201607,2,58.695,123
30008527,1,267.7,6,201608,2,63.985,158
30008527,2,267.7,6,201608,2,14.308,45
30008677,1,283.2,1,201607,1,0.386,23
30008677,1,283.2,1,201607,2,16.158,50
30008760,1,220.4,5,201608,2,6.79,75
30008784,1,218.0,1,201607,2,2.087,21
30008793,1,224.7,7,201610,1,2.3890000000000002,64
30008793,1,224.7,7,201610,2,262.83,355
30008793,2,224.7,7,201610,2,35.894,40
30008794,1,267.7,4,201608,1,1.024,65
30008794,1,267.7,4,201608,2,23.653,135
30008810,1,219.2,6,201607,1,0.333,20
30008810,1,219.2,6,201607,2,11.513,40
30008825,1,273.8,1,201606,2,5.6370000000000005,31
30008831,1,235.8,7,201611,1,1.062,44
30008831,1,235.8,7,201611,2,8.437,52
30008870,1,207.6,4,201609,2,63.015,90
30008870,3,207.6,4,201609,2,98.55199999999999,235
30008876,1,207.6,2,201608,2,3.319,20
30009004,1,247.3,3,201611,2,55.985,95
30009004,2,247.3,3,201611,2,34.426,60
30009005,1,207.6,5,201608,1,0.12,4
30009005,1,207.6,5,201608,2,12.466000000000001,33
30009087,1,233.8,7,201607,2,171.804,190
30009087,1,233.8,7,201607,9,15.306,91
30009087,2,233.8,7,201607,2,171.804,190
30009087,2,233.8,7,201607,9,15.306,91
30009118,1,203.8,1,201608,2,25.704,55
30009118,2,203.8,1,201608,2,25.704,55
30009166,1,275.3,5,201611,2,18.945999999999998,48
30009166,2,275.3,5,201611,2,43.16,60
30009172,1,278.6,5,201606,2,87.13999999999999,175
30009172,2,278.6,5,201606,2,76.06299999999999,140
30009173,1,274.3,5,201610,2,83.74000000000001,270
30009173,2,274.3,5,201610,2,6.306,20
30009189,1,265.6,3,201608,2,37.494,50
30009189,2,265.6,3,201608,1,2.3280000000000003,45
30009189,2,265.6,3,201608,2,27.387,60
30009193,1,245.5,6,201607,2,12.282,35
30009193,2,245.5,6,201607,2,9.126,30
30009210,1,225.9,6,201608,2,59.050000000000004,104
30009210,2,225.9,6,201608,2,39.97,50
30009251,1,232.6,2,201608,2,32.489000000000004,60
30009251,2,232.6,2,201608,2,9.025,20
30009266,1,220.3,1,201606,2,17.783,45
30009266,2,220.3,1,201606,2,12.100999999999999,30
30009299,1,202.1,6,201612,2,83.465,175
30009299,2,202.1,6,201612,2,104.259,209
30009337,1,207.9,1,201609,2,274.808,307
30009367,1,278.7,7,201607,2,49.408,93
30009367,2,278.7,7,201607,2,35.946,116
30009429,1,230.2,7,201605,1,1.1969999999999998,25
30009429,1,230.2,7,201605,2,35.987,105
30009429,1,230.2,7,201605,4,3.9930000000000003,94
30009429,2,230.2,7,201605,1,1.5769999999999997,25
30009429,2,230.2,7,201605,2,35.987,105
30009429,2,230.2,7,201605,4,3.613,75
30009434,1,220.0,4,201702,2,85.39599999999999,157
30009434,2,220.0,4,201702,2,89.05199999999999,170
30009438,1,271.7,1,201609,1,2.5,60
30009438,1,271.7,1,201609,2,28.512999999999998,65
30009438,2,271.7,1,201609,2,28.512999999999998,65
30009452,2,279.7,6,201607,2,5.612,40
30009516,1,273.4,7,201607,2,97.895,229
30009516,2,273.4,7,201607,2,97.895,229
30009516,3,273.4,7,201607,2,72.26,214
30009516,3,273.4,7,201607,4,4.099,75
30009516,3,273.4,7,201607,10,4.255,30
30009516,4,273.4,7,201607,2,13.697,31
30009516,4,273.4,7,201607,4,4.555,75
30009516,4,273.4,7,201607,10,4.255,30
30009549,1,236.0,6,201610,2,93.42399999999999,171
30009549,2,236.0,6,201610,2,82.46,135
30009549,2,236.0,6,201610,7,2.571,15
30009616,1,269.9,3,201609,2,43.044,75
30009626,1,208.8,2,201607,2,55.721000000000004,110
30009632,1,212.0,2,201610,1,0.18,5
30009632,1,212.0,2,201610,2,50.831,115
30009643,1,220.8,1,201608,2,80.082,120
30009643,2,220.8,1,201608,2,80.082,120
30009656,1,220.8,4,201608,2,40.114,66
30009656,2,220.8,4,201608,2,25.556,59
30009669,1,225.9,6,201608,2,20.229,105
30009669,2,225.9,6,201608,2,29.36,55
30009672,1,226.9,1,201605,2,9.0,90
30009672,2,226.9,1,201605,2,16.656,45
30009704,1,232.8,4,201609,2,57.21,108
30009704,2,232.8,4,201609,2,15.869,30
30009706,1,222.7,5,201608,2,59.028999999999996,82
30009706,2,222.7,5,201608,2,39.059,111
30009711,1,208.7,6,201611,2,0.47,6
30009720,1,212.0,4,201610,2,5.031000000000001,25
30009770,1,244.7,2,201605,2,114.574,135
30009770,2,244.7,2,201605,2,23.432,75
30009770,3,244.7,2,201605,2,49.809,70
30009770,4,244.7,2,201605,4,14.213999999999999,120
30009776,2,214.9,3,201608,2,52.347,122
30009786,1,214.9,4,201608,2,21.475,70
30009786,2,214.9,4,201608,2,52.354,71
30009834,1,276.3,5,201611,2,48.948,148
30009843,1,237.1,3,201610,2,7.588,48
30009856,1,235.7,1,201609,2,16.908,50
30009856,2,235.7,1,201609,2,8.762,33
30009872,1,273.4,4,201607,4,10.14,67
30009926,2,247.3,2,201611,4,2.383,40
30009926,2,247.3,2,201611,7,2.393,45
30009955,1,271.6,3,201609,2,28.664,80
30009955,2,271.6,3,201609,2,21.45,110
30010044,1,216.5,5,201607,2,60.716,95
30010044,2,216.5,5,201607,2,420.725,488
30010044,3,216.5,5,201607,2,37.339,74
30010044,4,216.5,5,201607,2,20.171,40
30010059,2,228.3,7,201608,1,1.538,692
30010117,1,255.4,6,201606,2,17.247,45
30010117,2,255.4,6,201606,2,1.506,10
30010117,3,255.4,6,201606,2,20.962999999999997,61
30010117,4,255.4,6,201606,2,23.503999999999998,90
30010128,1,246.5,6,201606,2,19.317999999999998,55
30010128,2,246.5,6,201606,2,4.929,30
30010128,3,246.5,6,201606,2,56.655,90
30010129,1,224.3,5,201606,2,128.599,215
30010129,2,224.3,5,201606,2,57.773,185
30010129,3,224.3,5,201606,2,128.599,215
30010129,4,224.3,5,201606,2,31.573,140
30010172,1,203.8,3,201608,2,43.497,110
30010203,1,224.3,4,201607,2,46.577,122
30010234,1,239.5,4,201610,1,1.593,40
30010234,1,239.5,4,201610,6,22.911,212
30010253,1,275.3,5,201611,2,155.781,270
30010259,1,271.7,6,201609,2,14.915,15
30010301,1,205.2,5,201608,2,59.893,83
30010378,1,209.9,1,201605,2,14.742,30
30010378,2,209.9,1,201605,2,3.943,20
30010384,1,215.2,5,201610,1,0.5,15
30010384,1,215.2,5,201610,2,18.727,35
30010384,1,215.2,5,201610,4,8.719000000000001,35
30010387,1,224.3,4,201606,1,0.663,45
30010387,1,224.3,4,201606,4,69.809,588
30010387,2,224.3,4,201606,2,22.726999999999997,60
30010429,1,276.3,2,201610,5,84.093,140
30010429,2,276.3,2,201610,5,54.909,95
30010430,1,224.7,3,201610,4,4.537,45
30010513,1,240.5,1,201607,2,56.77,120
30010513,1,240.5,1,201607,5,48.396,90
30010513,2,240.5,1,201607,2,28.437,60
30010533,1,211.8,6,201609,2,61.215999999999994,130
30010571,1,205.2,5,201608,2,120.05199999999999,165
30010571,2,205.2,5,201608,2,104.215,150
30010614,1,224.3,4,201607,1,0.067,1
30010614,1,224.3,4,201607,2,22.619999999999997,53
30010619,1,265.7,4,201611,1,1.333,90
30010619,1,265.7,4,201611,2,11.035,60
30010665,1,235.7,2,201608,2,54.327,125
30010665,2,235.7,2,201608,2,31.085,70
30010732,1,270.1,7,201605,2,9.278,26
30010762,1,228.4,3,201608,2,7.619,46
30010762,2,228.4,3,201608,2,40.768,92
30010784,1,243.6,3,201607,7,92.354,155
30010784,2,243.6,3,201607,2,3.084,10
30010784,3,243.6,3,201607,2,51.009,135
30010791,1,274.0,6,201610,3,17.341,246
30010791,2,274.0,6,201610,1,0.09,2
30010791,2,274.0,6,201610,3,12.567,84
30010796,1,273.4,2,201607,1,0.522,10
30010796,1,273.4,2,201607,2,106.315,235
30010814,1,274.0,4,201610,2,29.649,108
30010814,2,274.0,4,201610,2,24.731,74
30010819,1,229.7,5,201607,1,2.0,30
30010819,1,229.7,5,201607,2,44.742,130
30010841,1,247.3,3,201611,2,2.398,15
30010856,1,211.8,5,201609,2,16.873,50
30010870,1,220.4,4,201608,2,26.166,81
30010870,1,220.4,4,201608,3,3.625,22
30010870,2,220.4,4,201608,2,3.701,25
30010870,2,220.4,4,201608,3,25.407999999999998,89
30010897,1,228.3,5,201608,2,85.787,215
30010897,2,228.3,5,201608,2,41.46,131
30010897,3,228.3,5,201608,1,0.364,20
30010897,3,228.3,5,201608,2,10.501,47
30010897,3,228.3,5,201608,5,44.31,150
30010897,4,228.3,5,201608,2,54.513,120
30010899,1,224.2,1,201607,2,453.918,527
30010899,2,224.2,1,201607,2,11.184000000000001,34
30010908,1,237.1,3,201605,4,67.74,145
30010908,2,237.1,3,201605,2,2.434,17
30010917,1,265.6,1,201609,2,11.058,55
30010917,2,265.6,1,201609,2,75.364,95
30010917,3,265.6,1,201609,2,11.058,55
30010920,1,273.8,2,201605,2,4.248,23
30010920,2,273.8,2,201605,2,4.248,18
30010930,1,215.3,6,201611,2,23.394,95
30010968,1,207.6,5,201608,2,9.769,60
30010968,2,207.6,5,201608,4,68.45,225
30010979,1,266.0,5,201609,1,1.763,40
30010979,1,266.0,5,201609,2,4.513999999999999,17
30010979,2,266.0,5,201609,2,16.889,95
30010979,3,266.0,5,201609,1,7.286,220
30010979,4,266.0,5,201609,2,20.474,105
30011053,1,266.0,6,201609,1,1.309,23
30011074,1,271.7,4,201609,2,35.369,117
30011074,1,271.7,4,201609,3,1.526,32
30011093,1,272.4,1,201605,2,254.66,320
30011093,2,272.4,1,201605,2,254.66,320
30011138,1,220.4,6,201607,2,30.014,55
30011141,1,235.7,6,201609,2,33.486000000000004,170
30011148,1,263.7,6,201608,2,8.99,21
30011150,1,266.3,6,201604,2,67.257,135
30011205,1,267.7,4,201608,2,335.357,375
30011210,1,274.3,3,201610,4,28.504,175
30011221,1,273.4,1,201607,2,13.033,65
30011251,1,223.0,3,201607,2,56.963,84
30011251,2,223.0,3,201607,2,49.459,119
30011253,1,270.2,5,201605,2,41.172,115
30011253,2,270.2,5,201605,2,79.356,185
30011261,1,220.2,5,201605,2,50.537,119
30011328,1,239.5,4,201610,2,20.311,53
30011328,2,239.5,4,201610,2,21.654,40
30011328,3,239.5,4,201610,2,13.483,40
30011331,1,216.6,1,201611,2,52.119,135
30011340,1,228.3,6,201608,1,6.812,40
30011340,1,228.3,6,201608,2,17.241,105
30011340,1,228.3,6,201608,6,7.596,80
30011341,1,275.3,5,201611,4,69.275,190
30011341,2,275.3,5,201611,2,65.212,110
30011358,1,259.6,4,201608,2,2.75,18
30011358,2,259.6,4,201608,2,5.5760000000000005,38
30011358,3,259.6,4,201608,2,2.826,20
30011360,1,242.6,6,201606,10,886.424,885
30011360,2,242.6,6,201606,1,2.0,60
30011360,2,242.6,6,201606,2,24.352,30
30011409,1,266.3,1,201605,2,3.92,20
30011415,1,267.7,4,201608,1,3.4,45
30011415,1,267.7,4,201608,2,16.47,50
30011415,2,267.7,4,201608,1,2.61,45
30011415,2,267.7,4,201608,2,15.246,45
30011416,1,237.8,3,201606,2,8.415000000000001,55
30011416,2,237.8,3,201606,2,8.415000000000001,55
30011417,1,207.6,4,201608,1,1.0,25
30011417,1,207.6,4,201608,2,7.324,50
30011422,1,236.1,2,201609,2,83.577,142
30011422,2,236.1,2,201609,2,83.577,142
30011425,1,243.6,4,201607,1,1.004,16
30011425,1,243.6,4,201607,2,13.794,115
30011425,2,243.6,4,201607,1,0.502,2
30011425,2,243.6,4,201607,2,8.193,80
30011425,3,243.6,4,201607,1,0.194,10
30011425,3,243.6,4,201607,2,32.474000000000004,165
30011425,4,243.6,4,201607,1,0.502,10
30011425,4,243.6,4,201607,2,11.7,85
30011454,1,265.6,4,201608,2,41.74,105
30011475,1,211.3,6,201609,1,0.01,2
30011491,1,228.1,3,201609,2,35.365,140
30011491,2,228.1,3,201609,2,6.572,25
30011533,1,278.7,7,201607,1,5.346,30
30011533,2,278.7,7,201607,1,5.346,30
30011545,1,272.4,4,201605,2,1.996,10
30011545,2,272.4,4,201605,2,22.984,60
30011545,3,272.4,4,201605,1,0.19,20
30011545,3,272.4,4,201605,4,13.873999999999999,105
30011599,1,223.0,6,201607,1,0.905,30
30011599,1,223.0,6,201607,2,21.305,96
30011621,1,236.5,6,201605,1,0.428,16
30011621,1,236.5,6,201605,4,22.652,90
30011640,1,212.0,1,201610,2,41.22,120
30011666,1,270.1,3,201605,2,56.418,155
30011666,2,270.1,3,201605,2,8.778,20
30011692,1,236.1,2,201609,2,27.279,70
30011713,1,242.0,4,201607,2,6.402,33
30011713,2,242.0,4,201607,2,6.402,33
30011741,2,236.8,2,201609,2,146.34199999999998,161
30011741,3,236.8,2,201609,2,10.393,40
30011759,1,211.3,6,201609,1,2.278,89
30011759,1,211.3,6,201609,2,6.103,30
30011777,1,216.4,3,201608,1,1.6,50
30011777,1,216.4,3,201608,6,9.98,67
30011783,1,267.7,3,201608,2,53.498000000000005,110
30011800,2,270.2,1,201605,2,22.479,85
30011809,1,233.1,2,201604,2,12.178,35
30011809,2,233.1,2,201604,2,12.178,35
30011829,1,245.5,4,201606,2,314.524,345
30011829,2,245.5,4,201606,2,314.524,345
30011944,1,205.2,5,201608,2,16.042,56
30012015,1,223.6,6,201609,2,5.74,26
30012088,1,263.5,1,201608,2,7.042,50
30012127,1,236.4,7,201607,2,33.108,73
30012168,1,263.5,7,201608,1,1.546,56
30012168,1,263.5,7,201608,4,2.378,70
30012199,1,234.5,5,201605,4,185.273,415
30012199,2,234.5,5,201605,2,13.664000000000001,75
30012199,3,234.5,5,201605,2,219.791,329
30012199,3,234.5,5,201605,10,35.882,60
30012232,1,267.7,7,201608,2,29.026,90
30012236,1,269.9,3,201609,1,3.0,55
30012236,1,269.9,3,201609,2,23.157,46
30012236,2,269.9,3,201609,2,23.157,46
30012240,1,225.0,3,201606,4,10.727,50
30012269,1,230.2,3,201605,1,2.5,45
30012269,2,230.2,3,201605,2,14.619,25
30012285,1,240.5,4,201607,1,3.098,55
30012285,1,240.5,4,201607,6,12.097999999999999,60
30012308,1,201.9,7,201604,2,206.52599999999998,215
30012332,1,216.5,7,201610,2,105.871,145
30012384,1,226.6,2,201610,2,27.111,75
30012384,2,226.6,2,201610,2,27.33,65
30012386,1,233.8,5,201607,1,1.622,30
30012386,1,233.8,5,201607,2,37.114000000000004,120
30012386,2,233.8,5,201607,2,30.162,120
30012414,1,228.4,5,201609,1,0.582,19
30012414,1,228.4,5,201609,3,0.958,13
30012414,2,228.4,5,201609,1,0.508,10
30012414,2,228.4,5,201609,2,31.269000000000002,50
30012422,1,265.7,2,201611,2,46.328,115
30012462,1,274.0,7,201610,2,21.218999999999998,80
30012529,1,222.2,2,201609,2,3.965,55
30012560,1,205.2,6,201608,2,46.37,110
30012560,2,205.2,6,201608,2,24.807000000000002,65
30012562,1,218.0,1,201607,2,43.756,69
30012578,1,220.4,2,201606,2,29.233999999999998,85
30012578,2,220.4,2,201606,1,0.212,5
30012578,2,220.4,2,201606,2,27.756,124
30012592,1,224.3,2,201607,2,28.110999999999997,59
30012698,1,216.4,2,201608,2,38.549,95
30012815,1,205.2,5,201608,2,13.644,55
30012815,2,205.2,5,201608,2,33.566,110
30012833,1,267.7,7,201608,2,23.335,60
30012833,2,267.7,7,201608,2,23.335,60
30012847,1,243.6,3,201607,2,21.228,60
30012847,2,243.6,3,201607,2,3.364,10
30012907,1,224.2,6,201607,2,29.908,92
30012934,1,215.2,6,201610,2,358.106,380
30012934,2,215.2,6,201610,1,0.338,15
30012937,1,263.5,6,201608,2,30.956,85
30012937,2,263.5,6,201608,2,22.121,45
30012940,1,220.4,5,201608,1,0.4,35
30012940,1,220.4,5,201608,2,30.241,75
30012940,2,220.4,5,201608,2,35.294,170
30012965,1,207.6,4,201608,2,31.976,524
30012965,5,207.6,4,201608,2,18.478,30
30012984,1,211.8,4,201608,2,5.557,28
30013016,1,208.5,3,201609,2,91.542,115
30013016,2,208.5,3,201609,2,36.593,60
30013046,1,211.8,3,201608,1,0.47,10
30013119,1,208.7,3,201611,2,48.956,105
30013219,1,207.6,5,201609,2,27.189,135
30013219,2,207.6,5,201609,2,54.876999999999995,170
30013242,1,215.2,4,201607,2,28.807000000000002,50
30013242,2,215.2,4,201607,2,6.052,25
30013246,1,230.3,7,201604,2,13.768,36
30013246,2,230.3,7,201604,2,55.826,96
30013259,1,222.7,2,201608,2,13.878,56
30013259,2,222.7,2,201608,2,5.048,14
30013259,2,222.7,2,201608,10,4.909,30
30013259,3,222.7,2,201608,2,10.513,31
30013322,2,218.0,5,201607,2,23.066,75
30013322,3,218.0,5,201607,2,10.357,45
30013342,1,201.9,6,201604,2,12.943999999999999,42
30013384,1,266.3,3,201604,2,16.204,60
30013439,1,271.7,4,201609,1,0.068,2
30013439,1,271.7,4,201609,2,11.974,50
30013439,1,271.7,4,201609,5,58.576,140
30013439,2,271.7,4,201609,2,203.072,330
30013439,3,271.7,4,201609,2,24.968,120
30013439,4,271.7,4,201609,2,1.351,4
30013439,5,271.7,4,201609,2,23.275000000000002,40
30013475,1,218.0,4,201607,2,21.148,55
30013531,1,271.2,3,201611,2,42.37,105
30013575,2,218.4,1,201608,2,3.0860000000000003,10
30013575,2,218.4,1,201608,3,248.20100000000002,405
30013617,1,218.4,5,201608,2,10.421,38
30013617,2,218.4,5,201608,2,7.962,23
30013669,1,207.9,4,201609,2,14.756,85
30013669,2,207.9,4,201609,2,14.591,35
30013694,1,249.5,4,201606,2,21.018,50
30013741,1,263.7,7,201608,1,0.202,12
30013790,1,211.8,5,201609,2,45.923,130
30013790,3,211.8,5,201609,2,28.373,95
30013790,4,211.8,5,201609,2,24.974,97
30013807,1,208.7,3,201611,2,15.862,91
30013827,1,207.6,5,201609,2,67.301,183
30013827,2,207.6,5,201609,2,69.688,210
30013833,1,259.6,5,201608,2,55.73,125
30013842,1,228.4,7,201609,1,3.455,90
30013842,1,228.4,7,201609,2,3.0060000000000002,10
30013847,1,237.8,6,201607,2,2.29,10
30013861,1,236.8,2,201609,2,11.146,70
30013881,1,207.6,4,201608,2,76.527,165
30013881,2,207.6,4,201608,2,9.633,50
30013881,3,207.6,4,201608,2,62.769,120
30013881,4,207.6,4,201608,2,51.598,85
30013884,1,228.3,1,201608,1,0.131,5
30013884,1,228.3,1,201608,2,8.891,73
30013887,1,278.7,2,201607,2,35.643,56
30013887,2,278.7,2,201607,2,21.279,60
30013888,1,215.2,7,201610,2,378.534,440
30013905,1,274.0,7,201610,1,4.852,70
30013905,2,274.0,7,201610,2,34.144000000000005,30
30013913,1,215.3,5,201610,2,2.4240000000000004,10
30013942,1,283.2,4,201606,2,48.799,95
30013942,2,283.2,4,201606,2,11.381,54
30014021,1,208.5,4,201609,1,0.5,90
30014021,1,208.5,4,201609,2,13.402000000000001,104
30014027,1,209.3,1,201605,2,13.085,44
30014049,1,274.4,1,201610,2,35.906,107
30014051,1,229.7,5,201607,2,189.088,323
30014060,1,208.5,3,201609,2,11.122,39
30014060,2,208.5,3,201609,2,7.254,33
30014060,3,208.5,3,201609,2,30.860999999999997,75
30014084,2,224.2,6,201607,2,18.994,35
30014084,3,224.2,6,201607,2,31.826999999999998,57
30014086,1,228.4,2,201608,2,31.453000000000003,95
30014086,2,228.4,2,201608,2,63.313,115
30014092,1,211.8,3,201608,1,3.271,72
30014092,1,211.8,3,201608,2,16.87,36
30014092,2,211.8,3,201608,2,22.745,59
30014111,1,212.0,3,201610,2,24.846,105
30014124,2,271.6,1,201610,2,17.89,55
30014139,1,205.2,3,201608,2,16.661,40
30014139,2,205.2,3,201608,2,63.821,150
30014180,1,273.4,6,201607,2,38.997,75
30014180,2,273.4,6,201607,2,10.655,45
30014185,1,224.2,4,201607,1,0.51,6
30014185,1,224.2,4,201607,7,8.865,40
30014185,2,224.2,4,201607,2,61.962,95
30014185,3,224.2,4,201607,1,1.39,15
30014185,3,224.2,4,201607,2,7.430999999999999,20
30014265,1,270.2,7,201605,2,33.991,40
30014265,2,270.2,7,201605,2,33.991,40
30014275,1,227.2,6,201607,2,26.595,108
30014275,2,227.2,6,201607,2,20.930999999999997,50
30014275,4,227.2,6,201607,2,7.448,23
30014297,1,236.8,6,201609,2,8.690999999999999,57
30014360,1,217.5,5,201608,2,11.644,75
30014360,2,217.5,5,201608,3,4.355,32
30014367,1,259.6,3,201608,2,21.304,105
30014406,1,249.5,6,201606,2,52.714,135
30014406,1,249.5,6,201606,3,4.3149999999999995,75
30014473,1,212.7,3,201611,1,0.796,30
30014491,1,217.5,7,201608,2,24.885,105
30014500,1,233.1,3,201605,2,5.669,5
30014571,1,271.7,5,201609,1,3.0,45
30014571,1,271.7,5,201609,2,45.763000000000005,76
30014574,1,273.4,6,201607,2,16.528,59
30014574,2,273.4,6,201607,2,2.8579999999999997,15
30014580,1,240.2,5,201610,2,14.421,64
30014580,2,240.2,5,201610,2,16.820999999999998,40
30014588,1,232.7,4,201611,2,3.197,12
30014591,1,215.2,6,201610,2,18.501,67
