HOUSEID,PERSONID,DRIVER,EDUC,R_AGE,R_RACE,R_SEX_IMP,WORKER
30010117,1,1,3,63,1,1,1
30010117,2,2,1,66,1,2,2
30010117,3,1,3,47,1,1,1
30010117,4,1,2,35,1,1,1
30010128,1,1,3,68,1,2,1
30010128,2,1,4,70,1,1,1
30010128,3,1,3,23,1,1,1
30010129,1,1,4,50,1,1,1
30010129,2,1,4,43,1,2,1
30010129,3,1,3,19,1,1,1
30010129,4,2,1,16,1,2,2
30010172,1,1,5,39,2,2,1
30010203,1,1,5,62,1,1,1
30010234,1,1,4,29,1,1,1
30010253,1,1,5,73,1,1,1
30010259,1,1,3,55,1,1,1
30010301,1,1,4,30,1,1,1
30010378,1,1,3,60,1,1,1
30010378,2,1,2,55,1,2,1
30010384,1,1,5,42,1,2,1
30010387,1,1,5,58,1,2,1
30010387,2,1,5,59,1,1,1
30010429,1,1,4,56,1,2,1
30010429,2,1,4,57,1,1,1
30010430,1,2,3,33,2,2,1
30010430,2,2,2,61,2,2,2
30010434,1,1,3,68,1,1,2
30010434,2,2,3,63,1,2,2
30010513,1,1,4,52,1,1,1
30010513,2,1,3,52,1,2,1
30010533,1,1,3,64,1,2,1
30010571,1,1,4,33,1,2,1
30010571,2,1,2,34,1,1,1
30010584,1,1,5,88,6,2,2
30010614,1,1,3,55,1,2,1
30010619,1,1,4,55,1,2,2
30010621,1,1,2,71,1,1,2
30010665,1,1,3,29,1,2,1
30010665,2,1,2,29,1,1,1
30010678,1,1,3,57,1,1,2
30010732,1,1,3,57,1,2,2
30010749,1,1,2,62,1,1,2
30010749,2,1,2,59,1,2,2
30010762,1,1,3,23,1,1,1
30010762,2,1,4,23,1,2,1
30010784,1,1,3,64,6,2,1
30010784,2,1,3,36,1,1,2
30010784,3,1,3,56,1,1,1
30010791,1,1,5,37,1,2,1
30010791,2,1,3,44,1,1,1
30010796,1,1,5,30,1,2,1
30010796,2,1,4,36,1,1,1
30010814,1,1,2,77,1,1,2
30010814,2,2,3,74,3,2,2
30010819,1,1,4,62,2,1,1
30010841,1,1,1,86,1,2,2
30010856,1,1,4,69,1,1,2
30010856,2,1,4,69,1,2,2
30010866,1,1,2,52,3,2,1
30010866,2,1,1,55,3,1,1
30010870,1,1,5,51,1,2,1
30010870,2,1,3,51,3,1,1
30010897,1,1,5,51,3,2,2
30010897,2,1,5,64,3,1,1
30010897,3,1,5,24,3,2,1
30010897,4,1,1,17,3,1,2
30010899,1,1,5,30,1,2,1
30010899,2,1,4,29,1,1,1
30010908,1,1,4,59,2,1,1
30010908,2,1,3,57,2,2,1
30010917,1,1,4,55,1,2,1
30010917,2,1,5,59,1,1,1
30010917,3,1,3,65,1,1,2
30010917,4,2,1,86,1,2,2
30010917,5,2,3,87,1,1,2
30010920,1,1,5,38,1,2,1
30010920,2,1,4,48,3,1,1
30010930,1,1,4,42,3,1,1
30010968,1,1,2,49,1,2,1
30010968,2,1,4,45,1,1,1
30010979,1,1,3,38,3,2,1
30010979,2,1,5,57,1,1,1
30010979,3,2,2,65,3,2,2
30010979,4,1,2,18,3,1,1
30011053,1,1,4,44,1,2,1
30011074,1,1,2,41,1,1,1
30011093,1,1,5,24,2,2,1
30011093,2,1,4,24,2,2,1
30011138,1,1,3,38,1,1,1
30011141,1,1,5,67,1,2,1
30011148,1,1,5,59,1,2,1
30011150,1,1,5,50,1,2,1
30011205,1,1,3,73,1,2,2
30011210,1,2,4,29,6,1,1
30011210,2,2,3,59,2,1,1
30011221,1,1,3,92,1,1,2
30011251,1,1,4,65,1,2,1
30011251,2,1,3,65,1,1,1
30011253,1,1,4,73,1,2,2
30011253,2,1,3,73,1,1,2
30011261,1,1,4,59,1,2,1
30011328,1,1,3,48,1,2,1
30011328,2,1,2,49,1,1,1
30011328,3,1,3,21,1,1,1
30011331,1,1,3,71,1,2,2
30011340,1,1,3,69,1,2,2
30011341,1,1,4,54,1,1,1
30011341,2,1,4,51,1,2,1
30011358,1,1,3,60,1,2,2
30011358,2,1,3,61,1,1,2
30011358,3,2,2,28,1,1,2
30011360,1,1,2,52,4,1,1
30011360,2,1,2,32,4,2,1
30011409,1,1,1,62,1,2,2
30011415,1,1,5,50,3,2,1
30011415,2,1,5,56,3,1,1
30011416,1,1,4,63,1,1,2
30011416,2,1,4,61,1,2,2
30011417,1,1,5,45,1,1,1
30011422,1,1,4,71,97,2,1
30011422,2,1,4,49,1,1,1
30011425,1,1,3,58,1,1,2
30011425,2,1,3,58,1,2,2
30011425,3,1,4,25,1,1,1
30011425,4,1,5,23,1,1,2
30011454,1,1,3,46,97,1,1
30011454,2,1,3,38,97,2,1
30011475,1,1,3,83,1,2,2
30011491,1,1,4,30,1,1,1
30011491,2,1,4,26,1,2,1
30011533,1,1,5,64,3,1,2
30011533,2,1,5,64,3,2,2
30011533,3,2,2,92,3,2,2
30011545,1,1,2,77,1,1,2
30011545,2,1,1,74,1,2,2
30011545,3,2,2,38,2,1,2
30011599,1,1,5,25,6,2,1
30011621,1,2,2,58,2,2,2
30011640,1,1,5,47,1,1,1
30011666,1,1,4,65,1,1,1
30011666,2,1,4,62,1,2,1
30011692,1,1,3,73,1,2,1
30011713,1,1,2,67,1,2,2
30011713,2,1,3,68,1,1,2
30011713,3,1,2,21,1,1,2
30011741,1,2,5,28,1,1,2
30011741,2,1,5,62,1,2,2
30011741,3,1,5,58,1,1,1
30011759,1,1,4,30,1,2,1
30011777,1,1,4,30,1,1,1
30011783,1,1,3,48,1,1,1
30011783,2,1,3,52,1,2,2
30011800,1,1,4,62,1,1,2
30011800,2,1,2,56,1,2,1
30011809,1,1,4,31,1,2,1
30011809,2,1,5,36,97,1,1
30011829,1,1,5,66,1,1,2
30011829,2,1,5,64,1,2,1
30011944,1,1,3,70,2,2,1
30012015,1,1,5,56,1,2,1
30012088,1,1,2,87,1,1,2
30012127,1,1,5,65,6,1,1
30012127,2,1,5,65,1,2,1
30012168,1,2,3,62,1,2,2
30012199,1,1,3,69,1,1,1
30012199,2,1,2,69,1,2,1
30012199,3,1,2,37,1,1,1
30012232,1,1,3,74,3,2,2
30012236,1,1,4,81,1,1,2
30012236,2,2,2,88,3,2,2
30012240,1,2,2,54,2,2,1
30012269,1,1,2,55,1,2,2
30012269,2,1,3,52,1,1,1
30012285,1,2,5,48,1,1,1
30012308,1,1,4,24,1,1,1
30012332,1,1,4,23,1,2,1
30012384,1,1,4,30,1,2,1
30012384,2,1,4,28,1,1,1
30012386,1,1,2,61,2,1,1
30012386,2,1,2,61,2,2,2
30012414,1,1,4,24,1,1,1
30012414,2,1,4,23,1,2,1
30012422,1,1,5,56,1,1,1
30012462,1,1,3,51,1,2,1
30012529,1,1,1,87,1,1,2
30012560,1,1,4,39,3,2,1
30012560,2,1,4,41,6,1,1
30012562,1,1,4,66,1,1,2
30012562,2,1,3,66,1,2,2
30012578,1,1,5,58,1,2,1
30012578,2,1,5,61,1,1,1
30012592,1,1,4,75,1,1,2
30012698,1,1,2,53,1,1,2
30012815,1,1,5,45,1,2,1
30012815,2,1,5,48,1,1,1
30012833,1,1,4,77,1,1,2
30012833,2,1,4,77,1,2,2
30012847,1,1,2,66,1,1,2
30012847,2,1,3,64,1,2,2
30012876,1,1,2,66,1,1,2
30012907,1,1,2,51,1,1,1
30012934,1,1,4,61,1,1,2
30012934,2,1,4,60,1,2,1
30012937,1,1,4,75,1,2,2
30012937,2,1,2,74,1,1,2
30012940,1,1,4,52,1,2,2
30012940,2,1,4,61,1,1,1
30012965,1,1,3,55,1,1,1
30012965,2,1,4,54,1,2,2
30012965,3,1,4,24,1,2,2
30012965,4,1,2,20,1,1,2
30012965,5,1,2,19,1,1,1
30012984,1,1,3,80,1,1,2
30013016,1,1,3,48,2,2,1
30013016,2,1,3,26,2,2,1
30013046,1,2,3,81,2,2,2
30013117,1,1,5,68,1,1,2
30013117,2,1,5,63,1,2,2
30013119,1,1,3,73,1,1,2
30013119,2,1,3,71,1,2,2
30013193,1,1,4,41,1,2,1
30013219,1,1,3,71,1,1,2
30013219,2,1,3,69,1,2,1
30013242,1,1,4,63,1,2,1
30013242,2,1,2,92,1,2,2
30013246,1,1,4,65,1,1,2
30013246,2,1,4,65,1,2,2
30013259,1,1,3,49,2,2,2
30013259,2,1,2,22,2,1,2
30013259,3,2,1,16,2,2,2
30013320,1,1,4,60,1,1,1
30013320,2,1,3,72,1,2,2
30013320,3,1,3,30,1,1,2
30013320,4,1,3,28,1,2,1
30013322,1,1,4,55,1,1,2
30013322,2,1,4,55,1,2,2
30013322,3,1,1,17,1,2,2
30013342,1,1,4,74,3,1,2
30013342,2,1,4,59,6,2,2
30013384,1,1,4,84,1,2,2
30013384,2,2,5,88,1,1,2
30013439,1,1,5,54,3,2,1
30013439,2,1,4,55,3,1,1
30013439,3,1,2,18,3,1,2
30013439,4,1,2,21,3,1,1
30013439,5,1,4,58,3,1,1
30013475,1,1,5,53,1,1,1
30013500,1,1,3,82,1,2,2
30013531,1,1,4,60,3,2,1
30013575,1,1,3,57,1,2,1
30013575,2,1,3,56,1,1,1
30013617,1,1,3,52,1,1,1
30013617,2,2,2,79,1,2,2
30013669,1,1,5,24,1,2,1
30013669,2,1,4,25,1,1,1
30013694,1,1,4,58,1,1,1
30013741,1,1,3,70,1,1,2
30013790,1,1,4,43,1,2,1
30013790,2,1,4,47,1,1,1
30013790,3,1,1,18,1,1,2
30013790,4,1,1,16,1,2,2
30013807,1,1,4,26,1,2,1
30013827,1,1,3,22,4,2,1
30013827,2,1,1,29,4,1,1
30013833,1,1,5,54,1,1,1
30013842,1,1,4,71,1,2,2
30013847,1,1,5,26,1,2,2
30013861,1,1,2,62,1,2,2
30013881,1,1,2,64,1,1,1
30013881,2,1,2,64,1,2,2
30013881,3,1,3,24,1,2,2
30013881,4,1,2,24,1,1,1
30013884,1,1,4,34,2,2,1
30013887,1,1,3,25,1,1,1
30013887,2,1,4,26,5,2,1
30013888,1,1,5,49,1,2,1
30013905,1,1,4,43,1,2,1
30013905,2,1,3,29,1,1,1
30013913,1,1,4,67,1,2,2
30013942,1,1,4,38,1,2,1
30013942,2,1,5,39,1,1,1
30014021,1,1,4,87,1,2,2
30014027,1,1,5,60,1,2,1
30014049,1,1,5,66,2,2,2
30014051,1,1,3,36,1,1,1
30014054,1,1,3,67,1,1,2
30014054,2,1,3,63,1,2,2
30014060,1,1,5,57,1,1,1
30014060,2,1,4,55,1,2,1
30014060,3,1,3,25,1,1,1
30014084,1,1,4,55,1,1,1
30014084,2,1,3,55,1,2,1
30014084,3,1,2,18,1,2,1
30014084,4,1,1,16,1,1,2
30014086,1,1,4,63,1,2,2
30014086,2,1,4,65,1,1,2
30014092,1,1,5,53,1,2,2
30014092,2,1,4,55,6,1,1
30014111,1,1,2,59,1,1,1
30014124,1,1,4,46,3,1,1
30014124,2,1,5,41,3,2,2
30014139,1,1,3,54,1,1,2
30014139,2,1,3,64,1,2,1
30014180,1,1,3,59,1,1,1
30014180,2,1,2,58,1,2,2
30014185,1,1,5,47,3,1,1
30014185,2,1,5,46,3,2,1
30014185,3,1,1,17,3,1,1
30014265,1,1,4,34,1,2,1
30014265,2,2,2,20,1,1,1
30014275,1,1,5,60,1,1,1
30014275,2,1,4,57,1,2,1
30014275,3,1,3,20,1,1,1
30014275,4,1,1,16,1,1,1
30014283,1,2,1,92,2,2,2
30014297,1,1,2,68,1,2,2
30014315,1,1,3,79,1,2,2
30014315,2,1,3,80,1,1,1
30014360,1,1,1,48,2,2,1
30014360,2,1,2,48,2,1,1
30014367,1,1,4,73,1,2,2
30014376,1,1,2,56,1,2,1
30014376,2,2,3,62,1,1,2
30014392,1,1,3,69,1,2,2
30014406,1,1,4,48,1,2,1
30014473,1,1,3,64,1,1,2
30014491,1,1,3,33,2,1,1
30014500,1,1,3,65,1,2,2
30014571,1,1,5,71,1,1,2
30014574,1,1,3,55,1,1,1
30014574,2,1,3,20,6,1,2
30014580,1,1,4,81,1,1,2
30014580,2,1,5,71,1,2,2
30014588,1,1,3,61,1,1,2
30014591,1,1,4,69,1,1,2
30014591,2,1,3,67,1,2,1
30014598,1,1,3,65,1,2,2
30014598,2,1,2,60,1,1,1
30014598,3,1,2,25,1,1,2
30014618,1,1,4,32,1,1,1
30014618,2,1,5,32,1,2,1
30014643,1,1,2,60,2,1,2
30014643,2,1,3,53,1,2,1
30014646,1,1,3,58,1,2,1
30014647,1,1,3,65,1,1,1
30014652,1,1,5,84,1,1,2
30014652,2,1,5,88,1,2,2
30014673,1,1,5,66,1,1,2
30014688,1,1,5,30,1,1,1
30014688,2,1,5,30,1,2,1
30014706,1,1,3,51,1,1,1
30014717,1,1,2,59,1,2,1
30014717,2,1,2,57,1,1,1
30014801,1,1,4,79,4,1,2
30014801,2,1,4,79,1,2,2
30014806,1,1,3,70,1,2,2
30014837,1,1,3,54,1,1,1
30014837,2,1,4,52,1,2,1
30014843,1,1,2,55,97,1,1
30014843,2,1,2,65,97,2,2
30014873,1,2,2,67,1,2,2
30014884,1,1,4,75,1,1,2
30014884,2,1,5,71,1,2,2
30014907,1,1,4,80,1,1,2
30014907,2,1,2,77,1,2,2
30014910,1,1,5,71,1,1,2
30014910,2,2,4,64,3,2,1
30014918,1,1,3,53,3,2,1
30014954,1,2,1,62,1,2,1
30014954,2,1,1,61,1,1,2
30014964,1,1,4,68,1,1,1
30014971,1,1,4,55,1,2,1
30014971,2,1,4,55,1,1,1
30014978,1,1,5,53,3,2,1
30014978,2,1,3,20,3,1,1
30014986,1,2,2,74,1,1,2
30014988,1,1,4,34,1,2,1
30014988,2,1,5,35,1,1,1
30014994,1,1,3,70,2,2,2
30014994,2,2,3,73,2,1,2
30015000,1,1,3,60,1,2,1
30015000,2,1,4,27,1,1,1
30015000,3,1,3,25,1,1,2
30015000,4,1,2,23,6,1,1
30015012,1,1,5,43,1,2,1
30015055,1,2,2,60,1,1,2
30015077,1,2,3,39,2,2,2
30015089,1,1,4,31,1,2,1
30015089,2,1,5,30,1,1,1
30015142,1,1,2,23,97,2,2
30015142,2,1,2,30,97,1,1
30015147,1,1,4,41,1,2,1
30015160,1,1,4,39,1,2,1
30015203,1,1,5,68,2,2,2
30015203,2,1,5,85,2,1,2
30015211,1,1,5,52,1,1,1
30015233,1,1,3,44,1,1,1
30015233,2,2,2,42,1,1,1
30015233,3,2,2,23,1,1,1
30015266,1,1,3,64,1,1,1
30015292,1,1,4,55,1,2,2
30015292,2,1,2,60,4,1,1
30015292,3,1,3,26,4,1,1
30015324,1,1,3,86,97,2,2
30015324,2,1,3,57,1,2,1
30015329,1,1,3,50,1,1,1
30015341,1,1,5,59,1,1,1
30015341,2,1,5,56,1,2,1
30015343,1,1,3,40,1,2,1
30015400,1,1,5,63,1,2,2
30015400,2,1,4,24,1,2,1
30015416,1,1,3,59,97,1,1
30015416,2,2,3,58,97,2,2
30015418,1,1,5,59,1,1,1
30015418,2,1,4,53,1,2,2
30015435,1,1,5,71,1,1,1
30015435,2,1,5,61,1,2,1
30015439,1,1,5,73,1,1,2
30015439,2,1,4,61,3,2,1
30015483,1,1,2,72,1,1,2
30015483,2,1,3,57,1,2,1
30015492,1,1,3,66,1,2,2
30015492,2,1,5,68,2,1,2
30015526,1,1,3,76,1,1,1
30015526,2,1,5,65,1,2,2
30015550,1,1,5,66,1,1,1
30015550,2,1,5,64,1,2,1
30015595,1,1,4,62,1,2,2
30015609,1,1,2,59,1,2,1
30015627,1,1,3,57,1,2,2
30015627,2,1,2,59,97,1,1
30015649,1,1,5,28,1,1,1
30015649,2,1,4,27,1,2,1
30015653,1,1,3,30,1,2,1
30015710,1,1,5,69,1,1,2
30015710,2,1,4,68,97,2,2
30015722,1,1,4,69,1,1,2
30015722,2,1,3,61,1,2,1
30015722,3,1,4,26,1,1,1
30015727,1,2,3,76,3,2,2
30015730,1,1,4,68,1,1,1
30015730,2,1,4,66,1,2,2
30015784,1,1,2,61,1,1,1
30015784,2,1,2,60,1,2,1
30015797,1,1,4,79,1,1,2
30015797,2,1,5,79,1,2,2
30015811,1,1,5,73,1,2,2
30015935,1,1,5,31,3,1,1
30015935,2,1,5,29,3,2,1
30015955,1,1,4,62,1,2,1
30015955,2,1,5,61,1,1,1
30016003,1,1,4,49,1,1,2
30016003,2,1,4,50,1,2,1
30016030,1,2,1,59,1,2,2
30016030,2,2,1,83,1,2,2
30016087,1,1,4,80,1,1,2
30016087,2,2,3,88,1,2,2
30016152,1,1,3,45,1,2,1
30016152,2,1,2,50,1,1,1
30016152,3,1,2,19,1,2,1
30016172,1,1,5,40,2,2,2
30016172,2,1,5,37,2,2,1
30016200,1,1,4,79,1,1,1
30016211,1,1,3,34,1,1,1
30016211,2,1,2,64,1,2,1
30016211,3,1,4,67,1,1,2
30016211,4,2,3,32,1,1,2
30016216,1,1,4,35,1,2,1
30016283,1,1,5,68,1,2,2
30016283,2,1,5,68,1,2,2
30016361,1,1,2,63,1,2,2
30016361,2,1,2,63,1,1,2
30016399,1,1,4,44,1,1,1
30016399,2,1,4,33,1,2,1
30016416,1,1,2,65,1,1,2
30016416,2,1,3,63,1,2,2
30016452,1,1,4,44,2,2,1
30016454,1,1,3,65,1,2,1
30016467,1,1,4,54,1,1,1
30016467,2,1,3,50,1,2,2
30016467,3,1,1,17,1,2,1
30016535,1,1,4,29,1,1,1
30016535,2,1,5,37,1,2,1
30016543,1,1,5,33,2,2,1
30016701,1,1,3,56,1,2,1
30016703,1,1,3,57,2,1,2
30016705,1,1,2,58,1,2,2
30016797,1,1,4,58,1,1,1
30016797,2,1,4,57,1,2,1
30016797,3,1,4,23,1,2,1
30016822,1,1,2,54,1,1,1
30016822,2,1,2,51,1,2,2
30016822,3,2,2,50,1,1,2
30016827,1,1,3,69,1,2,2
30016827,2,1,3,72,1,1,2
30016844,1,1,4,67,1,2,1
30016880,1,1,5,70,1,1,2
30016880,2,1,5,76,1,2,2
30016918,1,1,5,31,1,2,1
30016918,2,1,5,31,1,1,1
30016959,1,1,4,80,2,2,2
30016959,2,2,2,53,2,1,2
30017023,1,1,3,70,1,1,1
30017023,2,1,3,66,1,2,2
30017096,1,1,3,60,1,2,2
30017096,2,1,2,59,1,1,1
30017098,1,1,4,34,1,2,1
30017098,2,1,3,37,1,1,1
30017099,1,1,5,54,2,1,1
30017130,1,1,3,84,1,2,2
30017134,1,1,5,62,1,1,1
30017134,2,1,4,62,1,2,2
30017139,1,1,5,35,1,1,1
30017139,2,1,2,33,1,2,1
30017146,1,1,3,66,1,1,1
30017146,2,1,3,66,1,2,2
30017181,1,1,5,43,2,2,1
30017192,1,1,3,49,1,2,2
30017192,2,1,1,45,1,1,1
30017207,1,1,5,92,1,1,2
30017232,1,1,1,83,1,2,2
30017232,2,1,2,73,1,1,2
30017241,1,1,4,37,3,1,1
30017242,1,1,2,62,2,1,2
30017269,1,1,5,59,1,2,1
30017269,2,1,5,61,1,1,1
30017269,3,1,3,19,1,1,1
30017273,1,1,3,22,3,2,2
30017273,2,1,3,22,6,2,2
30017273,3,1,3,23,3,2,2
30017279,1,1,5,50,1,2,1
30017279,2,1,5,57,1,2,1
30017279,3,1,1,16,1,1,1
30017279,4,1,3,20,1,1,1
30017298,1,1,5,68,2,2,2
30017298,2,2,3,71,2,1,2
30017323,1,1,3,64,1,2,2
30017338,1,1,3,74,1,2,2
30017376,1,1,5,66,1,2,1
30017376,2,1,4,82,1,1,2
30017443,1,1,4,68,3,2,1
30017520,1,1,5,37,1,2,1
30017520,2,1,4,38,1,1,1
30017538,1,1,5,92,1,1,2
30017564,1,1,4,41,1,2,1
30017571,1,1,3,51,1,2,1
30017571,2,1,3,49,1,1,1
30017571,3,1,3,24,1,2,1
30017571,4,1,3,55,1,1,2
30017600,1,1,4,30,1,1,1
30017625,1,1,3,29,1,2,1
30017625,2,2,3,27,1,2,1
30017629,1,2,1,64,97,2,2
30017629,2,2,1,46,97,1,2
30017638,1,1,4,68,1,1,1
30017638,2,2,3,66,1,2,2
30017640,1,1,5,62,1,1,1
30017640,2,1,5,59,1,2,1
30017641,1,1,4,25,1,2,1
30017657,1,1,4,23,1,2,1
30017657,2,1,4,23,1,1,1
30017661,1,1,1,44,2,2,1
30017661,2,1,2,24,2,1,1
30017661,3,2,2,19,2,2,2
30017673,1,1,5,83,97,1,2
30017673,2,1,5,74,97,2,2
30017689,1,1,5,80,2,2,2
30017689,2,2,2,30,2,2,2
30017689,3,2,1,17,97,2,2
30017753,1,1,5,27,1,1,1
30017753,2,1,5,28,1,2,1
30017801,1,1,5,53,1,2,1
30017801,2,1,3,19,1,2,1
30017810,1,1,5,28,2,2,1
30017813,1,1,3,73,1,2,2
30017826,1,1,3,23,1,2,1
30017826,2,1,3,23,6,1,1
30017830,1,1,5,61,1,2,1
30017830,2,1,5,62,1,1,1
30017875,1,1,5,53,1,2,2
30017875,2,1,5,53,1,1,1
30017906,1,1,3,82,1,2,2
30017906,2,1,3,64,1,2,2
30017940,1,1,3,66,1,1,2
30017959,1,1,3,39,3,1,1
30017996,1,1,3,28,1,1,1
30017996,2,1,3,25,1,2,1
30018024,1,1,2,67,1,1,1
30018024,2,1,2,62,1,2,1
30018048,1,1,4,80,1,1,2
30018048,2,1,5,76,1,2,2
30018064,1,1,3,87,1,1,2
30018064,2,2,3,86,1,2,2
30018104,1,1,5,58,1,2,2
30018104,2,1,5,62,1,1,2
30018123,1,1,4,72,1,1,2
30018123,2,1,3,67,1,2,1
30018139,1,1,2,69,1,2,2
30018169,1,1,2,61,1,2,1
30018177,1,2,1,77,2,1,2
30018200,1,1,2,65,1,1,2
30018359,1,1,4,23,1,1,1
30018359,2,1,2,23,1,2,2
30018380,1,1,5,63,1,1,1
30018380,2,1,4,61,3,2,1
30018380,3,1,5,29,6,2,1
30018412,1,1,5,65,1,2,1
30018437,1,1,2,52,1,1,1
30018447,1,1,2,57,2,2,1
30018449,1,1,3,50,1,2,2
30018449,2,1,3,54,97,1,1
30018456,1,1,3,78,1,2,2
30018467,1,1,5,56,1,1,1
30018467,2,1,4,60,1,2,1
30018467,3,1,3,20,1,2,1
30018476,1,1,2,74,1,1,2
30018476,2,1,2,72,1,2,2
30018476,3,1,3,21,1,2,2
30018482,1,1,3,55,1,1,1
30018482,2,1,3,53,1,2,1
30018489,1,1,3,57,2,2,1
30018508,1,1,3,82,1,2,2
30018508,2,1,3,53,1,1,1
30018537,1,1,3,62,1,2,2
30018537,2,1,3,64,1,1,2
30018575,1,1,4,34,1,1,1
30018581,1,1,5,56,2,1,1
30018581,2,1,3,51,2,2,2
30018581,3,2,3,20,2,1,2
30018581,4,2,1,16,2,2,2
30018600,1,1,4,83,1,1,2
30018600,2,1,3,80,1,2,2
30018606,1,1,4,76,1,1,1
30018619,1,1,4,76,1,1,2
30018619,2,2,3,75,1,2,2
30018724,1,1,4,59,1,2,1
30018724,2,1,2,59,1,1,1
30018742,1,2,4,26,3,2,1
30018757,1,1,5,29,1,1,1
30018761,1,1,4,56,1,2,1
30018761,2,1,2,47,1,1,1
30018769,1,1,3,48,1,2,1
30018769,2,1,2,54,1,1,1
30018784,1,1,3,48,1,2,2
30018796,1,1,2,19,1,1,1
30018796,2,1,3,46,1,2,1
30018822,1,1,2,61,1,2,1
30018822,2,1,3,25,1,1,2
30018891,1,1,4,23,1,2,1
30018891,2,1,4,56,1,1,1
30018900,1,1,3,72,1,1,2
30018900,2,1,2,70,1,2,2
30018923,1,1,5,52,1,2,1
30018923,2,1,5,54,1,1,1
30018923,3,1,3,22,1,1,1
30018997,1,1,2,88,1,1,2
30018997,2,1,2,87,1,2,2
30019044,1,1,5,72,1,2,2
30019048,1,1,2,58,1,1,2
30019095,1,2,1,67,97,2,2
30019095,2,1,2,60,97,1,1
30019129,1,2,4,62,6,1,1
30019154,1,1,5,92,2,2,2
30019170,1,1,5,73,1,1,2
30019170,2,1,5,70,1,2,2
30019177,1,1,5,31,1,2,1
30019177,2,1,4,29,1,1,1
30019177,3,1,2,63,1,2,1
30019209,1,1,5,30,3,1,1
30019209,2,2,5,29,3,2,2
30019219,1,1,4,36,1,2,1
30019219,2,1,4,31,1,1,1
30019223,1,1,3,69,1,1,2
30019307,1,1,5,34,6,2,1
30019312,1,1,5,79,1,2,2
30019312,2,1,5,51,1,2,1
30019312,3,2,3,20,1,2,1
30019349,1,1,4,61,1,1,2
30019349,2,1,4,53,1,2,1
30019395,1,1,4,66,1,1,2
30019395,2,1,3,66,1,2,2
30019424,1,1,5,65,1,2,2
30019426,1,1,3,29,1,1,1
30019434,1,1,4,69,1,2,2
30019434,2,1,4,39,1,1,1
30019442,1,1,5,75,6,1,2
30019442,2,1,5,70,1,2,2
30019463,1,1,3,45,1,2,1
30019465,1,1,3,59,1,1,1
30019465,2,1,2,60,1,2,1
30019504,1,1,4,45,1,2,1
30019525,1,2,3,44,2,2,2
30019525,2,2,1,16,2,1,2
30019559,1,1,5,59,1,2,2
30019589,1,1,4,60,1,1,1
30019589,2,1,3,59,1,2,1
30019589,3,2,2,92,1,2,2
30019595,1,1,4,24,1,1,1
30019595,2,1,4,24,1,2,1
30019630,1,1,4,53,1,1,1
30019630,2,1,3,48,1,2,1
30019636,1,1,4,32,1,2,1
30019636,2,1,3,33,1,1,1
30019702,1,1,4,30,4,1,1
30019723,1,1,3,58,1,2,1
30019723,2,1,3,58,1,1,1
30019723,3,1,3,25,1,2,1
30019740,1,2,3,62,1,1,2
30019759,1,1,5,63,1,2,1
30019781,1,1,3,61,2,2,1
30019781,2,1,4,75,2,1,1
30019781,3,1,3,31,2,2,2
30019843,1,1,5,45,3,1,1
30019846,1,1,3,55,1,2,1
30019846,2,1,3,60,1,1,1
30019855,1,1,5,67,1,1,1
30019855,2,1,4,35,1,1,1
30019855,3,1,4,34,1,2,2
30019944,1,2,1,79,1,2,2
30019953,1,1,3,59,1,2,2
30019953,2,1,4,60,1,1,1
30020018,1,1,5,33,1,2,2
30020018,2,1,5,33,1,1,1
30020088,1,1,5,80,1,1,2
30020088,2,1,4,74,1,2,2
30020136,1,1,4,44,1,2,1
30020136,2,1,5,42,1,1,1
30020136,3,1,2,18,1,1,2
30020136,4,2,1,16,1,1,2
30020274,1,1,2,71,1,2,1
30020274,2,1,2,76,1,1,2
30020291,1,1,5,87,1,1,2
30020291,2,1,5,86,1,2,2
30020300,1,1,2,61,1,2,2
30020300,2,2,3,62,1,1,2
30020306,1,1,5,32,1,1,1
30020306,2,1,5,33,1,2,1
30020319,1,1,3,68,1,1,2
30020319,2,1,4,64,1,2,1
30020332,1,1,5,40,3,1,1
30020332,2,1,3,40,3,2,2
30020332,4,1,4,30,3,1,1
30020429,1,1,4,28,1,2,1
30020429,2,1,4,31,1,1,1
30020471,1,1,2,63,1,2,2
30020471,2,1,3,58,1,1,1
30020488,1,1,5,76,1,1,1
30020488,2,1,5,64,1,2,1
30020518,1,1,3,81,1,2,2
30020518,2,1,2,84,1,1,2
30020533,1,1,4,53,1,1,1
30020533,2,1,5,50,1,1,2
30020545,1,1,4,70,6,1,2
30020545,2,1,1,65,6,2,2
30020551,1,1,2,80,1,2,2
30020559,1,2,5,45,1,2,1
30020559,2,1,5,49,1,1,2
30020572,1,1,3,37,1,2,1
30020572,2,1,3,26,1,1,1
30020572,3,1,2,19,1,1,2
30020598,1,1,2,65,1,1,1
30020601,1,2,3,78,1,2,2
30020620,1,1,5,52,1,1,1
30020620,2,1,3,51,1,2,2
30020620,3,1,3,21,1,1,1
30020638,1,1,3,26,6,1,2
30020703,1,1,3,74,97,2,2
30020707,1,1,4,61,1,1,2
30020739,1,1,3,28,1,2,1
30020778,1,2,3,65,2,2,2
30020837,1,2,5,30,3,1,1
30020873,1,1,4,69,1,1,2
30020873,2,1,2,69,1,2,2
30020898,1,1,5,52,1,1,1
