age,home_ownership,income,vote20turnoutjb,particip_count,meeting,moneyorg,protest,online,persuade,button,loans2,diversity7,experts,compro1,compro2,pcorrect,expavoid,callout_social,callout_person,fttrump1,ftbiden1,ftobama1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1
34,2,24,1,2,1,1,0,0,0,0,3,5,4,2,1,8,2,2,1,60,10,70,60,40,20,20,30,40,50,60
52,2,19,1,3,0,0,0,1,0,1,77,1,4,1,2,2,2,2,2,0,55,90,5,70,65,15,75,40,40,85
21,3,1,1,0,0,0,0,0,0,0,4,3,3,2,2,8,1,2,1,2,43,100,1,92,2,1,2,13,15,54
39,2,17,1,0,0,0,0,0,0,0,6,5,3,2,4,8,2,2,2,0,50,98,0,0,0,0,0,0,0,0
31,1,16,1,1,1,0,0,0,0,0,77,4,3,1,3,2,2,2,2,0,0,80,40,50,40,5,40,10,30,30
76,2,21,1,2,0,0,0,1,0,0,7,4,3,2,4,8,2,2,1,100,0,0,100,0,0,100,0,100,90,40
68,2,4,1,0,0,0,0,0,0,0,77,5,4,1,3,3,2,2,2,80,30,40,60,50,20,50,50,50,50,60
51,2,8,1,0,0,0,0,0,0,0,1,1,3,2,3,8,2,2,2,10,90,90,0,0,0,0,0,0,0,0
60,1,5,1,0,0,0,0,0,0,0,77,4,3,1,1,3,2,2,2,0,50,80,10,0,20,20,10,10,10,40
65,2,13,1,0,0,0,0,0,0,0,7,7,4,1,2,8,1,2,2,90,50,20,90,0,0,0,0,0,0,20
70,2,19,1,0,0,0,0,0,0,0,77,4,4,1,2,4,2,2,2,0,50,80,2,10,60,0,60,1,40,100
39,2,17,1,4,1,0,1,0,0,1,77,3,3,1,4,3,1,1,2,99,11,50,22,22,60,40,40,50,50,50
34,1,10,1,3,1,0,0,1,0,1,77,2,2,1,4,4,2,1,2,50,65,100,50,50,80,70,60,70,70,59
50,2,26,1,4,0,1,0,1,0,0,77,6,4,1,2,4,1,2,1,85,20,0,50,50,0,40,0,60,80,90
30,1,11,1,1,0,0,0,0,0,0,3,1,3,2,3,8,1,2,1,0,10,50,0,60,70,0,70,0,20,100
54,2,7,1,0,0,0,0,0,0,0,77,4,3,2,3,4,2,2,2,70,50,30,80,50,20,80,10,50,50,60
58,2,26,1,7,1,0,1,1,1,1,77,1,5,1,2,2,2,2,1,0,8,9,3,5,8,6,7,6,8,10
82,2,7,1,1,0,0,0,0,0,0,1,2,3,1,2,8,2,2,2,100,15,15,100,15,15,100,5,100,100,100
55,2,26,1,2,0,0,0,1,1,0,4,4,3,1,3,8,2,2,2,0,95,100,0,0,99,50,99,85,50,0
69,2,14,1,0,0,0,0,0,0,0,77,1,3,1,3,3,2,2,2,60,15,40,70,40,15,50,0,70,50,70
20,3,15,0,0,0,0,0,0,0,0,77,4,3,1,1,4,2,1,1,0,50,99,0,0,100,0,50,0,0,0
47,1,6,1,2,0,0,0,1,0,0,7,3,4,1,2,8,2,2,1,0,80,90,25,50,75,50,75,50,80,70
36,1,14,1,0,0,0,0,0,0,0,7,1,3,1,2,8,1,2,1,0,90,99,1,92,100,0,86,0,50,100
39,2,22,1,5,1,1,1,1,1,0,2,1,1,1,2,8,1,1,1,100,80,99,99,88,77,77,88,88,88,85
62,1,1,1,0,0,0,0,0,0,0,77,2,4,2,3,4,2,2,2,100,5,25,100,5,0,75,0,75,90,95
74,2,21,1,3,0,1,0,0,1,1,6,1,4,1,2,8,2,2,2,0,90,80,0,60,90,10,10,0,0,90
62,2,14,1,2,0,0,0,0,1,0,6,2,2,1,2,8,2,2,1,0,98,99,2,89,97,0,0,0,40,45
29,2,23,1,3,1,0,0,1,1,0,77,3,3,1,2,2,1,1,1,10,90,90,80,60,70,60,70,60,60,80
59,3,1,1,0,0,0,0,0,0,0,7,6,3,1,2,8,2,2,2,60,10,25,58,44,4,0,0,44,7,22
24,2,15,1,5,1,0,0,1,1,1,77,6,2,2,4,4,1,2,2,90,8,10,80,25,7,60,6,45,50,55
30,1,7,1,0,0,0,0,0,0,0,3,4,3,2,3,8,2,2,1,5,5,95,0,0,0,0,0,0,0,0
73,2,15,1,0,0,0,0,0,0,0,77,3,4,1,3,3,2,2,2,30,35,25,70,20,1,55,12,48,70,80
51,2,13,1,2,0,0,0,1,0,0,7,1,1,1,3,8,2,2,1,30,30,30,50,40,1,50,1,45,75,75
49,2,24,1,1,0,0,0,1,0,0,6,4,4,1,4,8,2,2,2,10,40,60,30,30,10,40,50,50,50,80
37,2,23,1,4,1,1,1,1,0,0,2,6,3,1,2,8,1,1,1,20,60,70,40,30,90,60,50,60,40,90
37,1,8,1,1,0,0,0,0,0,0,77,6,1,2,3,2,2,2,2,15,50,0,50,50,25,25,25,30,30,25
42,2,3,1,7,1,1,1,1,1,1,77,1,1,1,4,1,1,1,1,90,70,90,80,86,80,80,85,85,90,75
55,2,14,1,2,0,0,0,1,0,0,77,3,3,1,3,3,2,2,1,60,30,40,55,65,20,10,25,35,10,50
28,3,3,1,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,70,0,0,0,0,0,0,0,0,0,0
62,1,10,1,0,0,0,0,0,0,0,7,1,2,1,4,8,1,1,1,0,75,90,40,70,80,10,35,0,10,95
47,1,16,1,1,0,0,0,1,0,0,6,2,4,1,3,8,1,1,2,32,35,40,57,65,4,58,21,63,60,98
58,1,3,1,0,0,0,0,0,0,0,77,3,3,2,3,3,2,2,1,99,15,50,95,55,0,80,10,90,80,95
19,2,21,1,1,1,0,0,0,0,0,77,1,1,1,4,1,1,1,2,8,7,88,0,0,0,0,0,0,0,0
32,1,6,1,1,1,0,0,0,0,0,77,2,2,2,3,1,2,2,2,70,50,85,60,40,50,40,40,50,40,40
35,2,16,1,4,1,0,0,1,0,1,4,2,4,1,2,8,1,2,1,1,70,90,18,55,57,40,38,48,60,85
25,3,1,1,1,0,0,0,0,0,1,1,1,4,1,2,8,2,2,1,0,65,100,0,30,90,20,100,30,30,90
27,1,7,1,0,0,0,0,0,0,0,77,6,1,2,2,3,1,2,1,0,100,100,0,100,100,25,100,60,90,100
73,2,16,1,2,0,0,0,1,0,0,77,4,4,1,2,4,2,2,2,75,0,0,90,75,0,75,0,95,90,100
38,2,5,1,0,0,0,0,0,0,0,77,4,1,1,3,3,1,2,1,40,45,50,55,70,20,45,45,50,40,50
60,2,23,1,0,0,0,0,0,0,0,77,2,4,2,3,2,1,2,2,75,15,25,75,15,0,50,50,50,50,50
35,2,22,1,2,0,0,1,0,0,1,77,1,3,2,4,2,1,2,1,55,30,40,40,40,30,20,10,15,30,40
53,1,17,1,4,0,0,0,1,1,1,1,4,3,1,1,8,2,2,2,85,40,40,50,0,0,40,0,0,40,75
53,1,11,1,0,0,0,0,0,0,0,77,6,4,1,5,2,2,2,2,0,90,100,0,0,70,0,0,0,0,95
28,2,23,0,4,1,0,0,1,1,0,77,4,2,2,2,3,2,1,1,0,20,30,10,30,20,20,20,20,20,30
57,1,10,1,2,0,0,0,0,1,0,5,3,4,1,4,8,2,1,1,1,70,80,1,2,85,10,2,2,10,80
52,2,23,1,7,1,1,1,1,1,1,1,1,4,1,3,8,1,2,1,5,75,100,5,35,75,60,60,60,5,70
60,2,21,0,0,0,0,0,0,0,0,7,3,3,1,2,8,1,2,2,20,0,30,0,0,70,60,60,60,60,60
62,2,22,1,7,1,1,1,1,1,0,77,1,4,1,3,2,2,2,1,0,80,90,0,50,70,10,60,10,10,100
32,1,1,1,1,1,0,0,0,0,0,77,7,3,1,1,1,1,1,1,13,87,17,99,99,99,9,9,99,99,99
28,2,25,1,1,0,0,0,0,1,0,77,4,2,1,2,3,1,2,1,90,20,45,70,60,30,20,20,10,10,80
63,2,13,1,2,0,0,0,1,0,0,77,2,3,1,3,3,1,2,1,0,75,100,50,65,65,50,50,55,35,100
68,2,10,1,0,0,0,0,0,0,0,5,2,4,1,3,8,1,2,1,80,50,70,90,50,5,30,5,50,60,95
52,1,2,1,0,0,0,0,0,0,0,4,4,3,1,3,8,2,2,2,100,0,0,100,0,0,0,0,0,0,0
54,2,19,1,1,0,0,0,0,1,0,77,2,4,2,3,3,1,2,2,20,50,50,30,10,30,10,30,0,0,90
20,2,18,1,0,0,0,0,0,0,0,2,4,3,1,3,8,1,2,1,15,80,95,10,80,50,50,76,60,50,85
62,1,3,1,2,0,0,0,1,0,0,77,4,2,2,4,4,2,2,2,100,0,0,80,0,0,75,0,80,85,70
31,2,3,1,0,0,0,0,0,0,0,77,4,2,1,4,2,2,2,1,50,30,40,50,50,50,50,50,50,50,50
66,2,5,1,0,0,0,0,0,0,0,7,1,5,1,2,8,1,2,2,100,0,0,100,25,0,100,0,100,100,100
80,2,18,1,6,0,1,0,1,1,1,7,2,3,1,3,8,2,2,1,100,0,0,100,100,0,70,0,70,100,100
33,1,9,1,0,0,0,0,0,0,0,77,1,2,1,3,3,1,2,1,0,30,50,0,90,50,50,50,50,50,90
57,2,12,1,0,0,0,0,0,0,0,77,4,3,1,2,4,2,2,2,100,40,40,40,40,40,0,0,0,0,40
38,2,23,1,2,1,0,0,1,0,0,1,2,1,1,4,8,1,1,2,85,60,70,40,35,35,30,30,30,25,25
36,2,22,1,0,0,0,0,0,0,0,77,1,1,1,2,2,2,1,2,100,50,70,0,0,0,0,0,0,0,0
43,1,13,1,3,0,0,0,1,0,1,77,4,3,2,3,2,2,2,1,40,90,90,30,50,75,70,60,50,30,85
27,2,14,1,0,0,0,0,0,0,0,77,3,4,1,3,3,2,2,2,30,40,90,29,25,40,60,50,40,40,30
39,2,1,1,2,0,0,0,1,0,0,77,4,3,1,4,3,2,2,2,65,0,12,55,0,0,0,0,0,0,0
66,1,15,1,1,0,0,0,1,0,0,7,4,3,2,3,8,1,1,1,100,0,20,100,0,0,0,0,100,100,0
47,1,8,1,0,0,0,0,0,0,0,77,4,2,1,4,2,2,2,2,30,5,23,9,0,0,0,0,0,0,0
32,3,1,0,0,0,0,0,0,0,0,7,7,5,2,5,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0
30,2,21,1,0,0,0,0,0,0,0,2,2,4,1,2,8,2,2,2,80,12,100,1,2,2,100,1,1,1,1
31,2,2,0,0,0,0,0,0,0,0,3,1,4,1,2,8,2,2,1,0,90,95,0,100,100,0,100,50,50,75
41,3,1,1,2,0,1,0,0,0,0,1,2,2,1,3,8,2,2,2,70,50,70,50,50,50,50,50,50,50,50
37,1,2,1,1,0,0,0,0,0,0,2,6,5,1,2,8,2,2,1,70,50,40,79,55,25,35,40,45,50,65
70,2,5,0,0,0,0,0,0,0,0,77,4,5,1,3,3,2,2,2,50,60,100,70,15,0,50,0,0,0,100
34,2,20,1,4,1,1,1,1,0,0,2,1,1,1,4,8,1,1,1,30,50,50,50,40,70,80,30,40,40,30
33,2,3,1,2,0,0,1,0,1,0,77,3,3,2,3,3,1,1,1,87,12,13,68,25,1,67,23,56,45,12
24,1,1,1,0,0,0,0,0,0,0,1,1,3,1,3,8,2,2,2,1,100,100,0,0,0,0,0,0,0,0
60,2,20,1,0,0,0,0,0,0,0,7,5,1,1,2,8,2,2,2,100,0,3,80,12,0,12,6,9,22,90
50,2,15,1,0,0,0,0,0,0,0,1,3,3,2,3,8,1,1,2,15,70,85,50,50,50,50,50,50,50,50
61,2,18,1,3,0,0,0,0,0,1,77,4,3,1,4,3,1,2,1,70,10,40,80,30,3,70,3,80,80,65
70,2,11,1,3,1,1,0,0,1,0,77,1,4,1,3,3,2,2,1,0,80,90,0,50,95,20,50,0,80,100
62,1,16,1,0,0,0,0,0,0,0,7,2,4,1,2,8,1,2,2,40,20,30,30,40,10,20,10,30,20,60
31,1,3,1,0,0,0,0,0,0,0,77,4,4,2,3,4,2,1,1,0,90,100,0,0,50,0,0,0,0,0
18,1,8,1,2,0,0,0,1,1,0,77,1,5,1,2,4,2,2,2,50,80,90,0,80,70,30,45,50,40,80
60,1,6,1,2,0,0,0,0,1,0,77,2,2,1,4,1,2,2,2,0,100,100,15,100,60,80,60,30,40,100
27,1,21,1,0,0,0,0,0,0,0,1,1,3,1,3,8,2,2,1,0,80,100,0,0,50,0,50,0,0,0
66,2,12,1,2,0,1,0,0,1,0,77,5,3,1,3,4,2,2,1,100,1,2,99,0,0,5,0,90,80,60
60,2,1,0,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,50,50,50,50,50,50,50,50,50,50,50
64,2,12,1,0,0,0,0,0,0,0,1,1,3,2,2,8,2,2,2,60,99,99,80,50,90,80,50,60,60,90
28,1,7,1,0,0,0,0,0,0,0,4,3,4,2,3,8,2,2,2,15,45,80,5,45,15,20,40,20,10,60
55,2,16,1,1,0,1,0,0,0,0,77,1,3,2,4,1,2,2,1,0,95,100,0,75,85,65,75,0,0,95
53,2,8,1,1,0,0,0,1,0,0,77,3,2,1,3,2,1,2,1,85,25,0,10,25,0,40,10,20,15,90
68,2,5,1,0,0,0,0,0,0,0,77,3,3,1,2,4,2,2,2,10,90,90,10,70,80,50,50,50,50,90
35,2,20,1,4,0,1,0,0,1,0,77,5,9,2,2,2,2,1,1,90,50,70,75,65,75,60,60,55,50,50
54,1,10,1,1,0,0,0,0,0,0,77,7,1,1,3,4,1,2,2,86,80,95,95,1,0,50,3,45,86,99
72,1,3,1,1,0,0,0,1,0,0,7,4,3,1,2,8,1,2,2,100,0,0,100,75,0,70,0,100,2,100
61,2,11,1,0,0,0,0,0,0,0,7,4,4,1,2,8,1,2,2,60,0,40,70,50,0,50,0,50,70,50
31,2,10,1,1,0,0,0,0,0,0,6,1,4,1,1,8,2,2,2,0,80,90,0,50,60,0,50,0,0,100
61,1,20,1,0,0,0,0,0,0,0,77,1,3,1,1,3,2,2,1,85,85,85,85,0,50,85,0,85,85,85
26,2,16,1,0,0,0,0,0,0,0,77,4,3,2,3,2,1,2,2,100,0,0,100,0,0,100,0,0,0,0
61,2,5,1,3,0,0,0,1,1,0,77,5,4,2,3,3,1,1,1,0,5,35,0,60,90,0,80,0,0,50
59,1,2,0,0,0,0,0,0,0,0,77,4,3,1,3,4,2,2,1,0,1,1,1,1,0,1,0,1,0,1
62,2,21,1,0,0,0,0,0,0,0,77,4,4,1,3,2,2,2,2,90,0,0,100,20,0,50,0,70,80,100
76,2,7,1,2,0,0,0,1,0,1,77,4,4,1,2,1,2,2,2,0,95,95,0,75,90,50,70,30,50,90
54,2,11,1,0,0,0,0,0,0,0,77,5,3,2,3,4,2,2,2,70,10,10,70,10,5,10,10,10,10,10
22,3,9,1,2,0,0,0,1,0,0,77,4,4,2,3,4,2,2,2,35,10,5,50,65,35,30,85,50,50,30
38,2,21,1,0,0,0,0,0,0,0,7,4,4,2,4,8,1,2,2,20,5,20,50,40,0,30,0,50,50,50
47,1,9,0,0,0,0,0,0,0,0,77,5,4,2,4,3,2,2,2,15,10,20,15,20,10,20,15,10,15,20
45,2,10,1,0,0,0,0,0,0,0,7,4,4,2,3,8,1,2,2,100,0,0,100,2,0,95,0,100,100,95
18,2,3,1,3,0,0,0,1,1,0,7,2,4,1,2,8,1,2,2,80,20,40,35,49,0,20,1,50,50,50
57,2,12,1,3,0,0,0,1,0,0,77,1,3,1,3,3,1,2,1,0,89,75,0,25,55,35,25,50,65,85
50,1,3,1,0,0,0,0,0,0,0,77,1,3,1,2,2,2,2,2,0,100,100,0,90,100,70,80,50,50,100
64,2,8,1,0,0,0,0,0,0,0,77,2,4,1,2,3,2,2,2,85,5,5,90,15,2,95,2,95,85,45
41,2,21,1,1,1,0,0,0,0,0,77,7,2,1,4,1,2,2,2,60,10,10,20,20,10,10,10,10,5,5
34,1,21,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,2,30,30,70,50,50,50,50,50,50,50,50
39,2,21,1,0,0,0,0,0,0,0,77,1,1,1,4,2,2,2,2,70,50,60,80,50,50,50,50,50,50,50
53,1,3,1,0,0,0,0,0,0,0,1,1,3,1,3,8,1,2,1,0,100,100,0,0,100,0,0,0,0,100
53,2,10,1,0,0,0,0,0,0,0,77,1,3,1,2,3,2,1,1,50,35,75,40,40,35,35,50,20,50,50
42,2,22,1,5,0,1,0,1,0,1,77,1,1,1,5,1,1,1,2,80,70,70,50,60,60,40,80,90,50,50
39,2,24,1,4,1,1,1,0,0,0,1,1,1,1,5,8,1,1,1,50,30,20,50,20,30,20,30,20,30,20
26,2,19,0,0,0,0,0,0,0,0,1,4,3,1,3,8,2,2,2,10,70,7,0,80,40,30,30,30,50,0
60,2,5,0,0,0,0,0,0,0,0,77,6,3,1,3,1,2,2,2,50,10,10,20,10,1,5,1,5,5,5
49,2,26,1,1,0,1,0,0,0,0,77,3,4,1,3,2,1,2,2,30,25,50,65,50,10,35,30,30,35,80
47,2,9,0,0,0,0,0,0,0,0,77,4,3,2,3,4,2,2,2,50,0,0,50,50,0,50,50,50,50,50
23,2,5,1,3,1,1,1,0,0,0,4,4,3,2,3,8,1,1,1,1,50,100,4,4,4,3,4,3,4,4
36,1,4,1,0,0,0,0,0,0,0,77,1,3,1,2,2,2,2,2,60,80,100,50,70,50,50,50,50,50,50
24,2,11,1,3,1,1,1,0,0,0,3,2,2,1,3,8,1,2,1,25,39,70,5,40,1,5,70,5,5,5
30,3,26,1,1,0,0,0,0,0,1,4,4,1,1,3,8,2,2,1,0,0,100,100,0,0,0,0,100,0,0
35,2,7,1,1,0,0,0,1,0,0,77,1,1,2,4,1,2,2,2,0,50,100,0,0,100,0,100,0,0,0
54,2,10,1,0,0,0,0,0,0,0,77,1,2,1,3,1,1,2,1,0,100,100,0,100,100,0,100,0,0,100
44,2,3,1,3,0,1,0,0,1,0,77,4,4,2,2,1,1,1,1,1,100,80,0,40,30,10,50,40,50,40
66,2,21,1,0,0,0,0,0,0,0,77,7,4,2,2,4,1,2,2,95,10,5,90,5,0,35,0,95,90,95
57,2,19,1,4,0,1,0,1,0,0,77,3,3,1,1,3,1,1,2,70,30,40,70,40,40,50,30,60,60,60
43,2,18,1,2,0,0,0,1,0,1,1,1,2,1,2,8,1,2,2,30,80,90,40,80,85,65,75,70,50,95
22,3,3,1,1,0,0,0,1,0,0,1,4,3,1,4,8,1,2,1,0,75,75,60,50,50,50,50,50,50,60
31,2,25,1,0,0,0,0,0,0,0,77,4,3,1,3,2,2,2,2,80,40,80,50,50,60,60,70,70,40,30
41,2,15,1,0,0,0,0,0,0,0,77,1,2,2,2,3,2,2,1,100,0,0,80,0,0,0,0,0,0,0
52,1,5,1,2,0,0,0,0,1,0,7,7,3,1,2,8,1,2,1,17,17,0,0,17,0,0,0,0,0,20
66,2,7,1,0,0,0,0,0,0,0,77,2,4,1,1,2,1,2,2,0,90,90,0,30,60,0,10,0,70,80
68,2,13,1,3,0,0,0,1,0,0,1,4,2,1,3,8,2,2,1,100,0,0,10,10,0,0,0,0,100,100
49,2,8,1,0,0,0,0,0,0,0,77,5,5,1,4,3,2,2,2,75,15,55,65,25,10,10,20,15,25,25
35,2,8,1,0,0,0,0,0,0,0,77,4,2,2,3,4,2,2,1,85,60,70,50,50,30,50,50,50,50,50
67,2,14,1,1,0,0,0,1,0,0,5,4,3,1,3,8,1,2,2,70,30,30,70,25,0,50,0,0,30,50
19,1,5,0,0,0,0,0,0,0,0,77,6,5,2,5,3,1,1,2,0,0,100,0,0,0,0,0,0,0,0
65,2,3,1,0,0,0,0,0,0,0,77,6,5,1,2,1,2,2,2,20,35,45,0,0,50,0,0,0,0,50
25,1,7,1,0,0,0,0,0,0,0,2,1,4,1,2,8,1,2,1,0,50,70,20,50,40,50,50,50,50,50
23,2,18,1,5,0,0,1,1,1,1,77,6,4,2,4,3,1,1,1,70,60,90,40,30,40,30,40,40,40,50
60,2,11,1,0,0,0,0,0,0,0,77,4,3,2,3,4,2,2,2,90,0,0,95,0,0,0,0,70,80,60
49,2,13,1,3,0,0,0,1,1,0,77,1,5,1,2,3,1,2,1,2,90,100,15,98,100,50,40,0,50,97
34,1,21,1,1,0,0,0,0,0,0,77,2,4,1,2,2,2,2,1,0,80,90,50,0,90,0,75,60,70,100
26,3,21,1,1,0,0,0,0,0,0,77,3,5,1,2,4,1,2,2,15,50,50,50,50,55,50,50,50,50,80
39,2,22,1,3,0,1,0,0,1,1,77,2,1,1,3,3,2,1,1,65,30,40,30,25,40,45,50,40,40,50
71,2,21,1,2,0,0,0,1,0,0,77,2,4,1,3,4,1,2,1,90,40,40,90,10,5,60,0,80,80,70
67,1,18,1,4,1,1,0,0,1,0,5,3,3,1,3,8,1,2,2,10,65,75,20,60,75,45,55,45,70,90
18,1,11,1,0,0,0,0,0,0,0,77,5,4,1,3,3,2,2,2,0,0,100,0,0,0,0,0,0,0,0
37,2,24,1,4,1,0,1,1,0,0,1,5,9,1,4,8,1,1,1,80,80,100,80,90,90,80,90,80,90,90
67,1,7,1,0,0,0,0,0,0,0,6,2,4,1,2,8,1,2,2,50,100,100,50,50,80,80,50,50,80,50
42,3,5,1,0,0,0,0,0,0,0,77,4,3,2,2,3,2,2,1,75,25,25,25,0,0,0,0,0,0,50
67,2,10,1,3,0,0,0,1,1,0,77,2,3,1,3,3,2,2,2,1,50,90,5,85,75,2,70,2,2,90
44,2,12,1,3,0,0,0,1,1,0,77,6,2,2,4,4,2,2,1,100,10,10,90,5,1,60,0,95,90,40
67,2,6,0,0,0,0,0,0,0,0,77,4,3,1,3,2,1,2,2,0,60,60,0,0,50,0,0,0,20,20
37,1,10,0,3,0,0,0,1,1,0,77,4,4,1,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0
34,2,20,1,4,1,1,1,1,0,0,1,1,1,1,5,8,1,1,1,20,20,20,20,20,20,20,20,20,20,20
21,2,14,1,0,0,0,0,0,0,0,1,4,3,1,2,8,1,2,1,82,30,75,40,25,25,50,50,50,50,50
63,2,26,1,5,1,1,0,0,1,0,77,1,4,1,2,1,1,2,1,0,100,100,2,98,100,2,80,2,0,98
47,1,5,1,0,0,0,0,0,0,0,4,7,3,2,5,8,2,2,2,0,100,100,0,50,100,0,50,30,0,100
42,1,3,1,0,0,0,0,0,0,0,1,1,5,1,3,8,1,2,2,0,10,30,0,40,28,0,85,0,50,90
24,3,1,1,3,0,0,0,0,1,1,3,2,2,1,2,8,2,2,2,15,85,100,55,85,95,90,60,95,15,10
34,2,21,1,3,1,0,1,1,0,0,77,1,5,2,4,1,1,2,1,75,25,50,45,25,44,27,44,27,28,44
63,1,4,1,0,0,0,0,0,0,0,77,4,3,2,3,2,2,2,1,0,100,100,0,0,50,0,0,0,0,0
61,2,21,1,0,0,0,0,0,0,0,77,1,5,1,3,3,1,2,2,100,4,5,75,10,1,50,2,5,10,75
41,1,25,1,1,0,1,0,0,0,0,5,5,2,1,2,8,1,1,1,50,50,50,50,50,50,50,50,50,50,50
21,1,10,1,5,0,1,1,1,1,0,77,2,5,2,4,4,2,2,2,40,40,70,20,60,10,30,60,30,40,85
62,2,8,1,0,0,0,0,0,0,0,77,4,4,1,2,3,2,2,1,0,78,88,40,80,90,70,75,60,45,85
66,1,5,1,2,0,0,0,0,1,0,77,1,4,1,2,3,1,2,1,15,35,55,5,55,20,17,30,20,15,40
37,2,3,1,3,1,0,0,1,0,0,77,3,3,2,3,2,1,2,1,99,99,98,99,99,98,98,99,99,98,99
72,2,7,1,0,0,0,0,0,0,0,77,4,3,1,3,3,2,2,2,0,85,85,60,50,75,50,50,50,50,95
52,1,4,1,7,1,1,1,1,1,1,4,2,4,1,3,8,2,2,1,0,90,100,0,85,99,0,90,5,0,85
75,2,9,1,0,0,0,0,0,0,0,1,1,2,1,3,8,1,2,1,85,50,0,50,20,0,10,0,0,85,90
37,2,23,1,2,0,0,1,0,0,0,77,3,2,1,4,3,1,1,2,60,45,40,50,40,35,35,20,20,20,35
66,2,5,1,0,0,0,0,0,0,0,77,2,4,2,2,2,1,2,2,97,89,97,92,90,96,95,91,96,95,96
49,2,22,1,1,0,0,0,0,0,0,5,5,3,1,3,8,2,2,2,100,30,60,90,30,10,50,10,50,40,60
42,1,11,1,3,0,0,0,1,1,0,7,6,2,1,4,8,2,1,1,100,0,0,100,50,0,25,0,50,50,25
66,2,4,1,0,0,0,0,0,0,0,77,3,3,2,3,2,1,2,2,55,90,90,30,50,80,15,10,10,70,95
75,2,4,1,0,0,0,0,0,0,0,4,5,3,2,4,8,2,2,2,90,80,80,90,0,0,0,0,0,0,80
86,2,11,1,0,0,0,0,0,0,0,77,4,3,2,3,2,2,2,2,0,0,50,59,55,77,58,55,55,57,98
43,2,1,1,1,0,0,0,1,0,0,77,3,3,1,2,1,2,2,2,0,40,100,0,0,0,0,80,0,0,100
71,1,5,1,3,0,0,0,1,1,0,2,3,4,2,4,8,2,2,2,0,95,100,0,90,100,85,90,50,0,70
71,2,13,1,1,0,0,0,0,0,0,77,5,3,1,3,4,1,2,2,99,0,0,99,2,0,100,0,100,90,95
59,2,24,1,1,0,0,0,0,0,0,77,2,3,1,2,3,2,2,1,60,15,30,60,50,10,50,50,50,40,70
40,2,22,1,3,0,1,1,1,0,0,1,1,1,1,2,8,1,1,1,80,60,60,88,88,88,60,55,77,55,47
59,2,16,1,0,0,0,0,0,0,0,5,2,4,2,4,8,1,2,2,45,45,75,75,75,45,70,65,65,50,75
46,1,1,1,2,0,0,0,0,1,0,1,7,1,2,4,8,2,2,1,60,0,70,0,0,5,5,3,0,7,9
39,1,22,1,0,0,0,0,0,0,0,77,1,1,1,5,1,2,1,1,90,80,80,95,80,90,80,70,80,85,90
46,2,6,1,3,1,1,0,0,0,1,2,1,4,1,5,8,1,2,2,0,77,79,0,63,73,32,60,44,32,87
29,2,18,1,2,0,0,0,0,1,1,77,2,5,1,3,2,2,2,1,0,10,80,20,100,5,10,15,20,10,20
40,2,7,1,1,1,0,0,0,0,0,7,7,1,1,1,8,9,9,9,25,30,80,0,0,0,0,0,0,0,0
40,2,25,1,4,1,0,1,0,1,0,1,1,1,1,5,8,1,1,1,100,95,100,100,99,98,97,95,98,99,96
55,2,7,1,0,0,0,0,0,0,0,77,4,3,2,2,3,1,2,2,85,50,50,50,50,50,50,50,50,50,50
67,2,6,1,0,0,0,0,0,0,0,6,4,4,1,3,8,1,2,2,30,70,70,25,30,50,30,30,30,60,60
20,1,5,1,1,0,0,0,1,0,0,77,2,4,1,2,3,1,2,1,5,0,85,0,0,0,0,0,20,0,0
28,2,22,0,0,0,0,0,0,0,0,1,4,3,1,3,8,1,2,2,5,30,55,5,50,50,50,45,50,50,90
18,1,1,1,2,1,0,0,0,0,1,77,2,3,1,2,1,2,1,2,0,100,100,6,6,5,3,2,9,6,3
79,2,5,1,1,0,0,0,0,0,0,77,4,3,1,3,2,2,2,1,0,100,100,0,75,100,0,50,0,0,100
59,1,3,1,0,0,0,0,0,0,0,77,4,4,2,3,2,2,2,1,15,100,85,75,75,65,75,65,65,65,90
58,1,5,1,0,0,0,0,0,0,0,4,4,3,1,3,8,1,2,1,80,50,50,50,10,40,10,10,10,10,20
74,2,13,1,0,0,0,0,0,0,0,4,1,4,1,2,8,1,2,1,0,85,98,0,80,25,0,10,55,10,95
60,2,22,1,3,1,1,0,1,0,0,3,1,1,2,3,8,2,2,2,15,80,90,20,55,85,70,75,50,60,85
34,2,22,1,0,0,0,0,0,0,0,3,2,3,1,3,8,2,2,2,90,80,85,90,80,80,90,80,80,85,85
58,2,21,1,1,0,0,0,0,1,0,7,5,2,2,4,8,1,2,2,100,0,0,100,0,0,85,0,90,100,0
36,1,6,1,0,0,0,0,0,0,0,77,3,3,2,3,2,2,2,2,9,2,3,99,80,0,0,0,0,0,87
59,2,1,1,0,0,0,0,0,0,0,4,4,1,2,4,8,2,2,2,85,100,100,50,50,50,50,50,50,50,50
26,1,11,1,0,0,0,0,0,0,0,2,1,4,1,3,8,1,2,1,0,50,100,0,40,60,0,100,20,0,40
